species,genus,family,order
Morus_mesozygia,Morus,Moraceae,Rosales
Morus_nigra,Morus,Moraceae,Rosales
Morus_rotundiloba,Morus,Moraceae,Rosales
Morus_rubra,Morus,Moraceae,Rosales
Morus_serrata,Morus,Moraceae,Rosales
Mosannona_costaricensis,Mosannona,Annonaceae,Magnoliales
Mosannona_discolor,Mosannona,Annonaceae,Magnoliales
Mosannona_garwoodii,Mosannona,Annonaceae,Magnoliales
Mosannona_pacifica,Mosannona,Annonaceae,Magnoliales
Mosannona_papillosa,Mosannona,Annonaceae,Magnoliales
Mosannona_vasquezii,Mosannona,Annonaceae,Magnoliales
Moschopsis_rosulata,Moschopsis,Calyceraceae,Asterales
Mosla_chinensis,Mosla,Lamiaceae,Lamiales
Mosquitoxylum_jamaicense,Mosquitoxylum,Anacardiaceae,Sapindales
Mossia_intervallaris,Mossia,Aizoaceae,Caryophyllales
Motandra_guineensis,Motandra,Apocynaceae,Gentianales
Moullava_spicata,Moullava,Fabaceae,Fabales
Moultonianthus_leembruggianus,Moultonianthus,Euphorbiaceae,Malpighiales
Mourera_aspera,Mourera,Podostemaceae,Malpighiales
Mourera_elegans,Mourera,Podostemaceae,Malpighiales
Mourera_fluviatilis,Mourera,Podostemaceae,Malpighiales
Mourera_weddelliana,Mourera,Podostemaceae,Malpighiales
Mouretia_larsenii,Mouretia,Rubiaceae,Gentianales
Mouriri_crassifolia,Mouriri,Melastomataceae,Myrtales
Mouriri_cyphocarpa,Mouriri,Melastomataceae,Myrtales
Mouriri_guianensis,Mouriri,Melastomataceae,Myrtales
Mouriri_helleri,Mouriri,Melastomataceae,Myrtales
Mouriri_huberi,Mouriri,Melastomataceae,Myrtales
Mouriri_myrtilloides,Mouriri,Melastomataceae,Myrtales
Mouriri_sagotiana,Mouriri,Melastomataceae,Myrtales
Moutabea_aculeata,Moutabea,Polygalaceae,Fabales
Mucoa_duckei,Mucoa,Apocynaceae,Gentianales
Mucuna_gigantea,Mucuna,Fabaceae,Fabales
Mucuna_hainanensis,Mucuna,Fabaceae,Fabales
Mucuna_holtonii,Mucuna,Fabaceae,Fabales
Mucuna_interrupta,Mucuna,Fabaceae,Fabales
Mucuna_macrocarpa,Mucuna,Fabaceae,Fabales
Mucuna_monosperma,Mucuna,Fabaceae,Fabales
Mucuna_nigricans,Mucuna,Fabaceae,Fabales
Mucuna_pruriens,Mucuna,Fabaceae,Fabales
Mucuna_warburgii,Mucuna,Fabaceae,Fabales
Muehlenbeckia_australis,Muehlenbeckia,Polygonaceae,Caryophyllales
Muehlenbeckia_axillaris,Muehlenbeckia,Polygonaceae,Caryophyllales
Muehlenbeckia_complexa,Muehlenbeckia,Polygonaceae,Caryophyllales
Muehlenbeckia_sagittifolia,Muehlenbeckia,Polygonaceae,Caryophyllales
Muellerargia_jeffreyana,Muellerargia,Cucurbitaceae,Cucurbitales
Muellerargia_timorensis,Muellerargia,Cucurbitaceae,Cucurbitales
Muellerina_eucalyptoides,Muellerina,Loranthaceae,Santalales
Muhlenbergia_alopecuroides,Muhlenbergia,Poaceae,Poales
Muhlenbergia_biloba,Muhlenbergia,Poaceae,Poales
Muhlenbergia_capillaris,Muhlenbergia,Poaceae,Poales
Muhlenbergia_cenchroides,Muhlenbergia,Poaceae,Poales
Muhlenbergia_cuspidata,Muhlenbergia,Poaceae,Poales
Muhlenbergia_dubia,Muhlenbergia,Poaceae,Poales
Muhlenbergia_geminiflora,Muhlenbergia,Poaceae,Poales
Muhlenbergia_hakonensis,Muhlenbergia,Poaceae,Poales
Muhlenbergia_huegelii,Muhlenbergia,Poaceae,Poales
Muhlenbergia_lindheimeri,Muhlenbergia,Poaceae,Poales
Muhlenbergia_mexicana,Muhlenbergia,Poaceae,Poales
Muhlenbergia_montana,Muhlenbergia,Poaceae,Poales
Muhlenbergia_multiflora,Muhlenbergia,Poaceae,Poales
Muhlenbergia_paniculata,Muhlenbergia,Poaceae,Poales
Muhlenbergia_pereilema,Muhlenbergia,Poaceae,Poales
Muhlenbergia_plumiseta,Muhlenbergia,Poaceae,Poales
Muhlenbergia_racemosa,Muhlenbergia,Poaceae,Poales
Muhlenbergia_ramulosa,Muhlenbergia,Poaceae,Poales
Muhlenbergia_richardsonis,Muhlenbergia,Poaceae,Poales
Muhlenbergia_schreberi,Muhlenbergia,Poaceae,Poales
Muhlenbergia_spatha,Muhlenbergia,Poaceae,Poales
Muhlenbergia_subbiflora,Muhlenbergia,Poaceae,Poales
Muhlenbergia_sylvatica,Muhlenbergia,Poaceae,Poales
Muhlenbergia_tricholepis,Muhlenbergia,Poaceae,Poales
Muhlenbergia_wrightii,Muhlenbergia,Poaceae,Poales
Muilla_maritima,Muilla,Asparagaceae,Asparagales
Mukdenia_rosii,Mukdenia,Saxifragaceae,Saxifragales
Mundulea_sericea,Mundulea,Fabaceae,Fabales
Munnozia_campii,Munnozia,Asteraceae,Asterales
Munnozia_foliosa,Munnozia,Asteraceae,Asterales
Munnozia_gigantea,Munnozia,Asteraceae,Asterales
Munnozia_hastifolia,Munnozia,Asteraceae,Asterales
Munnozia_jussieui,Munnozia,Asteraceae,Asterales
Munnozia_lyrata,Munnozia,Asteraceae,Asterales
Munnozia_maronii,Munnozia,Asteraceae,Asterales
Munnozia_sagasteguii,Munnozia,Asteraceae,Asterales
Munnozia_senecionidis,Munnozia,Asteraceae,Asterales
Munnozia_wilburii,Munnozia,Asteraceae,Asterales
Munroa_andina,Munroa,Poaceae,Poales
Munroa_squarrosa,Munroa,Poaceae,Poales
Munronia_breviflora,Munronia,Meliaceae,Sapindales
Munronia_humilis,Munronia,Meliaceae,Sapindales
Munronia_pinnata,Munronia,Meliaceae,Sapindales
Muntingia_calabura,Muntingia,Muntingiaceae,Malvales
Muraltia_alba,Muraltia,Polygalaceae,Fabales
Muraltia_angulosa,Muraltia,Polygalaceae,Fabales
Muraltia_aspalatha,Muraltia,Polygalaceae,Fabales
Muraltia_bondii,Muraltia,Polygalaceae,Fabales
Muraltia_brevicornu,Muraltia,Polygalaceae,Fabales
Muraltia_concava,Muraltia,Polygalaceae,Fabales
Muraltia_crassifolia,Muraltia,Polygalaceae,Fabales
Muraltia_decipiens,Muraltia,Polygalaceae,Fabales
Muraltia_ericoides,Muraltia,Polygalaceae,Fabales
Muraltia_flanaganii,Muraltia,Polygalaceae,Fabales
Muraltia_heisteria,Muraltia,Polygalaceae,Fabales
Muraltia_horrida,Muraltia,Polygalaceae,Fabales
Muraltia_juniperifolia,Muraltia,Polygalaceae,Fabales
Muraltia_leptorhiza,Muraltia,Polygalaceae,Fabales
Muraltia_mixta,Muraltia,Polygalaceae,Fabales
Muraltia_muraltioides,Muraltia,Polygalaceae,Fabales
Muraltia_oxysepala,Muraltia,Polygalaceae,Fabales
Muraltia_pauciflora,Muraltia,Polygalaceae,Fabales
Muraltia_pungens,Muraltia,Polygalaceae,Fabales
Muraltia_rigida,Muraltia,Polygalaceae,Fabales
Muraltia_satureioides,Muraltia,Polygalaceae,Fabales
Muraltia_spicata,Muraltia,Polygalaceae,Fabales
Muraltia_spinosa,Muraltia,Polygalaceae,Fabales
Muraltia_thunbergii,Muraltia,Polygalaceae,Fabales
Muraltia_trinervia,Muraltia,Polygalaceae,Fabales
Murdannia_clarkeana,Murdannia,Commelinaceae,Commelinales
Murdannia_nudiflora,Murdannia,Commelinaceae,Commelinales
Murdannia_satheeshiana,Murdannia,Commelinaceae,Commelinales
Muricaria_prostrata,Muricaria,Brassicaceae,Brassicales
Murraya_koenigii,Murraya,Rutaceae,Sapindales
Murraya_paniculata,Murraya,Rutaceae,Sapindales
Musa_acuminata,Musa,Musaceae,Zingiberales
Musa_aurantiaca,Musa,Musaceae,Zingiberales
Musa_balbisiana,Musa,Musaceae,Zingiberales
Musa_banksii,Musa,Musaceae,Zingiberales
Musa_basjoo,Musa,Musaceae,Zingiberales
Musa_beccarii,Musa,Musaceae,Zingiberales
Musa_campestris,Musa,Musaceae,Zingiberales
Musa_chunii,Musa,Musaceae,Zingiberales
Musa_coccinea,Musa,Musaceae,Zingiberales
Musa_hirta,Musa,Musaceae,Zingiberales
Musa_ingens,Musa,Musaceae,Zingiberales
Musa_itinerans,Musa,Musaceae,Zingiberales
Musa_laterita,Musa,Musaceae,Zingiberales
Musa_lutea,Musa,Musaceae,Zingiberales
Musa_maclayi,Musa,Musaceae,Zingiberales
Musa_mannii,Musa,Musaceae,Zingiberales
Musa_monticola,Musa,Musaceae,Zingiberales
Musa_nagensium,Musa,Musaceae,Zingiberales
Musa_ornata,Musa,Musaceae,Zingiberales
Musa_paracoccinea,Musa,Musaceae,Zingiberales
Musa_peekelii,Musa,Musaceae,Zingiberales
Musa_rosea,Musa,Musaceae,Zingiberales
Musa_rubinea,Musa,Musaceae,Zingiberales
Musa_rubra,Musa,Musaceae,Zingiberales
Musa_salaccensis,Musa,Musaceae,Zingiberales
Musa_sanguinea,Musa,Musaceae,Zingiberales
Musa_schizocarpa,Musa,Musaceae,Zingiberales
Musa_siamensis,Musa,Musaceae,Zingiberales
Musa_textilis,Musa,Musaceae,Zingiberales
Musa_tonkinensis,Musa,Musaceae,Zingiberales
Musa_troglodytarum,Musa,Musaceae,Zingiberales
Musa_velutina,Musa,Musaceae,Zingiberales
Musa_violascens,Musa,Musaceae,Zingiberales
Musa_viridis,Musa,Musaceae,Zingiberales
Musa_yunnanensis,Musa,Musaceae,Zingiberales
Musa_zaifui,Musa,Musaceae,Zingiberales
Musanga_cecropioides,Musanga,Urticaceae,Rosales
Muscari_aucheri,Muscari,Hyacinthaceae,Asparagales
Muscari_neglectum,Muscari,Hyacinthaceae,Asparagales
Musgravea_heterophylla,Musgravea,Proteaceae,Proteales
Mussaenda_arcuata,Mussaenda,Rubiaceae,Gentianales
Mussaenda_chippii,Mussaenda,Rubiaceae,Gentianales
Mussaenda_divaricata,Mussaenda,Rubiaceae,Gentianales
Mussaenda_erythrophylla,Mussaenda,Rubiaceae,Gentianales
Mussaenda_frondosa,Mussaenda,Rubiaceae,Gentianales
Mussaenda_hossei,Mussaenda,Rubiaceae,Gentianales
Mussaenda_kwangtungensis,Mussaenda,Rubiaceae,Gentianales
Mussaenda_laxiflora,Mussaenda,Rubiaceae,Gentianales
Mussaenda_macrophylla,Mussaenda,Rubiaceae,Gentianales
Mussaenda_pingbianensis,Mussaenda,Rubiaceae,Gentianales
Mussaenda_pubescens,Mussaenda,Rubiaceae,Gentianales
Mussaenda_raiateensis,Mussaenda,Rubiaceae,Gentianales
Mussaenda_treutleri,Mussaenda,Rubiaceae,Gentianales
Mussaendopsis_beccariana,Mussaendopsis,Rubiaceae,Gentianales
Musschia_aurea,Musschia,Campanulaceae,Asterales
Mutisia_decurrens,Mutisia,Asteraceae,Asterales
Mutisia_kurtzii,Mutisia,Asteraceae,Asterales
Mutisia_sinuata,Mutisia,Asteraceae,Asterales
Mwasumbia_alba,Mwasumbia,Annonaceae,Magnoliales
Mycetia_cauliflora,Mycetia,Rubiaceae,Gentianales
Mycetia_gracilis,Mycetia,Rubiaceae,Gentianales
Mycetia_javanica,Mycetia,Rubiaceae,Gentianales
Mycetia_malayana,Mycetia,Rubiaceae,Gentianales
Myodocarpus_crassifolius,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_fraxinifolius,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_gracilis,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_involucratus,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_lanceolatus,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_simplicifolius,Myodocarpus,Myodocarpaceae,Apiales
Myodocarpus_vieillardii,Myodocarpus,Myodocarpaceae,Apiales
Myopordon_aucheri,Myopordon,Asteraceae,Asterales
Myoporum_laetum,Myoporum,Scrophulariaceae,Lamiales
Myoporum_mauritianum,Myoporum,Scrophulariaceae,Lamiales
Myoporum_montanum,Myoporum,Scrophulariaceae,Lamiales
Myoschilos_oblongum,Myoschilos,Santalaceae,Santalales
Myosotidium_hortensium,Myosotidium,Boraginaceae,Boraginales
Myosotis_arvensis,Myosotis,Boraginaceae,Boraginales
Myosotis_asiatica,Myosotis,Boraginaceae,Boraginales
Myosotis_azorica,Myosotis,Boraginaceae,Boraginales
Myosotis_discolor,Myosotis,Boraginaceae,Boraginales
Myosotis_incrassata,Myosotis,Boraginaceae,Boraginales
Myosotis_krylovii,Myosotis,Boraginaceae,Boraginales
Myosotis_laxa,Myosotis,Boraginaceae,Boraginales
Myosotis_ramosissima,Myosotis,Boraginaceae,Boraginales
Myosotis_scorpioides,Myosotis,Boraginaceae,Boraginales
Myosotis_secunda,Myosotis,Boraginaceae,Boraginales
Myosotis_stolonifera,Myosotis,Boraginaceae,Boraginales
Myosotis_stricta,Myosotis,Boraginaceae,Boraginales
Myosotis_sylvatica,Myosotis,Boraginaceae,Boraginales
Myosurus_minimus,Myosurus,Ranunculaceae,Ranunculales
Myoxanthus_punctatus,Myoxanthus,Orchidaceae,Asparagales
Myoxanthus_scandens,Myoxanthus,Orchidaceae,Asparagales
Myoxanthus_serripetalus,Myoxanthus,Orchidaceae,Asparagales
Myoxanthus_speciosus,Myoxanthus,Orchidaceae,Asparagales
Myrceugenia_leptospermoides,Myrceugenia,Myrtaceae,Myrtales
Myrceugenia_myrcioides,Myrceugenia,Myrtaceae,Myrtales
Myrcia_amazonica,Myrcia,Myrtaceae,Myrtales
Myrcia_bicarinata,Myrcia,Myrtaceae,Myrtales
Myrcia_clavija,Myrcia,Myrtaceae,Myrtales
Myrcia_coumeta,Myrcia,Myrtaceae,Myrtales
Myrcia_decorticans,Myrcia,Myrtaceae,Myrtales
Myrcia_deflexa,Myrcia,Myrtaceae,Myrtales
Myrcia_gatunensis,Myrcia,Myrtaceae,Myrtales
Myrcia_glabra,Myrcia,Myrtaceae,Myrtales
Myrcia_hexasticha,Myrcia,Myrtaceae,Myrtales
Myrcia_insularis,Myrcia,Myrtaceae,Myrtales
Myrcia_isaiana,Myrcia,Myrtaceae,Myrtales
Myrcia_laruotteana,Myrcia,Myrtaceae,Myrtales
Myrcia_multiflora,Myrcia,Myrtaceae,Myrtales
Myrcia_mutabilis,Myrcia,Myrtaceae,Myrtales
Myrcia_pubipetala,Myrcia,Myrtaceae,Myrtales
Myrcia_pulchra,Myrcia,Myrtaceae,Myrtales
Myrcia_racemosa,Myrcia,Myrtaceae,Myrtales
Myrcia_saxatilis,Myrcia,Myrtaceae,Myrtales
Myrcia_selloi,Myrcia,Myrtaceae,Myrtales
Myrcia_splendens,Myrcia,Myrtaceae,Myrtales
Myrcia_subverticillaris,Myrcia,Myrtaceae,Myrtales
Myrcia_tenuivenosa,Myrcia,Myrtaceae,Myrtales
Myrcia_variabilis,Myrcia,Myrtaceae,Myrtales
Myrcianthes_fragrans,Myrcianthes,Myrtaceae,Myrtales
Myrciaria_floribunda,Myrciaria,Myrtaceae,Myrtales
Myrciaria_vexator,Myrciaria,Myrtaceae,Myrtales
Myriactis_nepalensis,Myriactis,Asteraceae,Asterales
Myrialepis_paradoxa,Myrialepis,Calamoideae,Arecales
Myrianthus_arboreus,Myrianthus,Urticaceae,Rosales
Myrianthus_libericus,Myrianthus,Urticaceae,Rosales
Myrianthus_serratus,Myrianthus,Urticaceae,Rosales
Myrica_gale,Myrica,Myricaceae,Fagales
Myriocarpa_cordifolia,Myriocarpa,Urticaceae,Rosales
Myriocarpa_longipes,Myriocarpa,Urticaceae,Rosales
Myriocarpa_obovata,Myriocarpa,Urticaceae,Rosales
Myriocephalus_guerinae,Myriocephalus,Asteraceae,Asterales
Myriocephalus_occidentalis,Myriocephalus,Asteraceae,Asterales
Myriocephalus_oldfieldii,Myriocephalus,Asteraceae,Asterales
Myriophyllum_alpinum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_alterniflorum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_aquaticum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_balladoniense,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_caput-medusae,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_coronatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_crispatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_decussatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_dicoccum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_drummondii,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_farwellii,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_filiforme,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_heterophyllum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_hippuroides,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_humile,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_lapidicola,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_latifolium,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_laxum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_limnophilum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_lophatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_mattogrossense,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_muricatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_oguraense,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_papillosum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_pedunculatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_petraeum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_pinnatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_quitense,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_robustum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_salsugineum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_sibiricum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_simulans,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_spicatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_tenellum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_tillaeoides,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_trachycarpum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_triphyllum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_tuberculatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_ussuriense,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_variifolium,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_verrucosum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_verticillatum,Myriophyllum,Haloragaceae,Saxifragales
Myriophyllum_votschii,Myriophyllum,Haloragaceae,Saxifragales
Myriopus_salzmannii,Myriopus,Heliotropiaceae,Boraginales
Myripnois_dioica,Myripnois,Asteraceae,Asterales
Myristica_fragrans,Myristica,Myristicaceae,Magnoliales
Myristica_hollrungii,Myristica,Myristicaceae,Magnoliales
Myristica_maingayi,Myristica,Myristicaceae,Magnoliales
Myrmeconauclea_stipulacea,Myrmeconauclea,Rubiaceae,Gentianales
Myrmeconauclea_strigosa,Myrmeconauclea,Rubiaceae,Gentianales
Myrmecophila_tibicinis,Myrmecophila,Orchidaceae,Asparagales
Myrocarpus_emarginatus,Myrocarpus,Fabaceae,Fabales
Myrocarpus_fastigiatus,Myrocarpus,Fabaceae,Fabales
Myrocarpus_frondosus,Myrocarpus,Fabaceae,Fabales
Myrosmodes_nubigena,Myrosmodes,Orchidaceae,Asparagales
Myrosmodes_paludosa,Myrosmodes,Orchidaceae,Asparagales
Myrospermum_frutescens,Myrospermum,Fabaceae,Fabales
Myrospermum_sousanum,Myrospermum,Fabaceae,Fabales
Myrothamnus_flabellifolia,Myrothamnus,Myrothamnaceae,Gunnerales
Myrothamnus_moschata,Myrothamnus,Myrothamnaceae,Gunnerales
Myroxylon_balsamum,Myroxylon,Fabaceae,Fabales
Myroxylon_peruiferum,Myroxylon,Fabaceae,Fabales
Myrsine_africana,Myrsine,Primulaceae,Ericales
Myrsine_coriacea,Myrsine,Primulaceae,Ericales
Myrsine_retusa,Myrsine,Primulaceae,Ericales
Myrsine_seguinii,Myrsine,Primulaceae,Ericales
Myrteola_nummularia,Myrteola,Myrtaceae,Myrtales
Myrtillocactus_cochal,Myrtillocactus,Cactaceae,Caryophyllales
Myrtillocactus_schenckii,Myrtillocactus,Cactaceae,Caryophyllales
Myrtus_communis,Myrtus,Myrtaceae,Myrtales
Mysanthus_uleanus,Mysanthus,Fabaceae,Fabales
Mystacidium_braybonae,Mystacidium,Orchidaceae,Asparagales
Mystacidium_capense,Mystacidium,Orchidaceae,Asparagales
Mystacidium_flanaganii,Mystacidium,Orchidaceae,Asparagales
Mystroxylon_aethiopicum,Mystroxylon,Celastraceae,Celastrales
Mytilaria_laosensis,Mytilaria,Hamamelidaceae,Saxifragales
Myxochlamys_mullerensis,Myxochlamys,Zingiberaceae,Zingiberales
Nabalus_altissimus,Nabalus,Asteraceae,Asterales
Nabalus_tatarinowii,Nabalus,Asteraceae,Asterales
Najas_arguta,Najas,Hydrocharitaceae,Alismatales
Najas_browniana,Najas,Hydrocharitaceae,Alismatales
Najas_filifolia,Najas,Hydrocharitaceae,Alismatales
Najas_flexilis,Najas,Hydrocharitaceae,Alismatales
Najas_gracillima,Najas,Hydrocharitaceae,Alismatales
Najas_guadalupensis,Najas,Hydrocharitaceae,Alismatales
Najas_marina,Najas,Hydrocharitaceae,Alismatales
Najas_minor,Najas,Hydrocharitaceae,Alismatales
Najas_tenuifolia,Najas,Hydrocharitaceae,Alismatales
Najas_wrightiana,Najas,Hydrocharitaceae,Alismatales
Nama_demissa,Nama,Boraginaceae,Boraginales
Nama_rothrockii,Nama,Boraginaceae,Boraginales
Namaquanthus_vanheerdei,Namaquanthus,Aizoaceae,Caryophyllales
Namibia_cinerea,Namibia,Aizoaceae,Caryophyllales
Namophila_urotepala,Namophila,Hyacinthaceae,Asparagales
Nananthus_aloides,Nananthus,Aizoaceae,Caryophyllales
Nandina_domestica,Nandina,Berberidaceae,Ranunculales
Nannoglottis_hookeri,Nannoglottis,Asteraceae,Asterales
Nannorrhops_ritchiana,Nannorrhops,Coryphoideae,Arecales
Nanocnide_japonica,Nanocnide,Urticaceae,Rosales
Nanocnide_lobata,Nanocnide,Urticaceae,Rosales
Nanodea_muscosa,Nanodea,Nanodeaceae,Santalales
Nanophyton_erinaceum,Nanophyton,Amaranthaceae,Caryophyllales
Napeanthus_primulifolius,Napeanthus,Gesneriaceae,Lamiales
Napeanthus_reitzii,Napeanthus,Gesneriaceae,Lamiales
Napoleonaea_gabonensis,Napoleonaea,Lecythidaceae,Ericales
Napoleonaea_heudelotii,Napoleonaea,Lecythidaceae,Ericales
Napoleonaea_talbotii,Napoleonaea,Lecythidaceae,Ericales
Napoleonaea_vogelii,Napoleonaea,Lecythidaceae,Ericales
Naravelia_zeylanica,Naravelia,Ranunculaceae,Ranunculales
Narcissus_assoanus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_asturiensis,Narcissus,Amaryllidaceae,Asparagales
Narcissus_broussonetii,Narcissus,Amaryllidaceae,Asparagales
Narcissus_bulbocodium,Narcissus,Amaryllidaceae,Asparagales
Narcissus_calcicola,Narcissus,Amaryllidaceae,Asparagales
Narcissus_cantabricus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_cavanillesii,Narcissus,Amaryllidaceae,Asparagales
Narcissus_cuatrecasasii,Narcissus,Amaryllidaceae,Asparagales
Narcissus_elegans,Narcissus,Amaryllidaceae,Asparagales
Narcissus_gaditanus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_gigas,Narcissus,Amaryllidaceae,Asparagales
Narcissus_hedraeanthus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_jonquilla,Narcissus,Amaryllidaceae,Asparagales
Narcissus_nivalis,Narcissus,Amaryllidaceae,Asparagales
Narcissus_obesus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_papyraceus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_poeticus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_pseudonarcissus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_romieuxii,Narcissus,Amaryllidaceae,Asparagales
Narcissus_rupicola,Narcissus,Amaryllidaceae,Asparagales
Narcissus_scaberulus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_serotinus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_tazetta,Narcissus,Amaryllidaceae,Asparagales
Narcissus_triandrus,Narcissus,Amaryllidaceae,Asparagales
Narcissus_viridiflorus,Narcissus,Amaryllidaceae,Asparagales
Narduroides_salzmannii,Narduroides,Poaceae,Poales
Nardus_stricta,Nardus,Poaceae,Poales
Naregamia_alata,Naregamia,Meliaceae,Sapindales
Naringi_crenulata,Naringi,Rutaceae,Sapindales
Narthecium_asiaticum,Narthecium,Nartheciaceae,Dioscoreales
Narthecium_ossifragum,Narthecium,Nartheciaceae,Dioscoreales
Narvalina_domingensis,Narvalina,Asteraceae,Asterales
Nasa_chenopodiifolia,Nasa,Loasaceae,Cornales
Nasa_cymbopetala,Nasa,Loasaceae,Cornales
Nasa_driesslei,Nasa,Loasaceae,Cornales
Nasa_triphylla,Nasa,Loasaceae,Cornales
Nasa_urens,Nasa,Loasaceae,Cornales
Nassauvia_gaudichaudii,Nassauvia,Asteraceae,Asterales
Nassauvia_looseri,Nassauvia,Asteraceae,Asterales
Nassauvia_pygmaea,Nassauvia,Asteraceae,Asterales
Nassauvia_pyramidalis,Nassauvia,Asteraceae,Asterales
Nassella_charruana,Nassella,Poaceae,Poales
Nassella_clarazii,Nassella,Poaceae,Poales
Nassella_curamalalensis,Nassella,Poaceae,Poales
Nassella_hyalina,Nassella,Poaceae,Poales
Nassella_leucotricha,Nassella,Poaceae,Poales
Nassella_megapotamia,Nassella,Poaceae,Poales
Nassella_neesiana,Nassella,Poaceae,Poales
Nassella_pampagrandensis,Nassella,Poaceae,Poales
Nassella_pubiflora,Nassella,Poaceae,Poales
Nassella_sanluisensis,Nassella,Poaceae,Poales
Nassella_tenuis,Nassella,Poaceae,Poales
Nassella_tenuissima,Nassella,Poaceae,Poales
Nassella_trichotoma,Nassella,Poaceae,Poales
Nassella_viridula,Nassella,Poaceae,Poales
Nasturtium_microphyllum,Nasturtium,Brassicaceae,Brassicales
Nasturtium_officinale,Nasturtium,Brassicaceae,Brassicales
Nauclea_diderrichii,Nauclea,Rubiaceae,Gentianales
Nauclea_officinalis,Nauclea,Rubiaceae,Gentianales
Nauclea_orientalis,Nauclea,Rubiaceae,Gentianales
Nauclea_tenuiflora,Nauclea,Rubiaceae,Gentianales
Nauclea_vanderguchtii,Nauclea,Rubiaceae,Gentianales
Nauclea_xanthoxylon,Nauclea,Rubiaceae,Gentianales
Naucleopsis_capirensis,Naucleopsis,Moraceae,Rosales
Naucleopsis_guianensis,Naucleopsis,Moraceae,Rosales
Nautilocalyx_aeneus,Nautilocalyx,Gesneriaceae,Lamiales
Nautilocalyx_melittifolius,Nautilocalyx,Gesneriaceae,Lamiales
Nautonia_nummularia,Nautonia,Apocynaceae,Gentianales
Navarretia_atractyloides,Navarretia,Polemoniaceae,Ericales
Navarretia_breweri,Navarretia,Polemoniaceae,Ericales
Navarretia_capillaris,Navarretia,Polemoniaceae,Ericales
Navarretia_filicaulis,Navarretia,Polemoniaceae,Ericales
Navarretia_fossalis,Navarretia,Polemoniaceae,Ericales
Navarretia_hamata,Navarretia,Polemoniaceae,Ericales
Navarretia_heterandra,Navarretia,Polemoniaceae,Ericales
