Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
6500	-391.6216	-368.517	-23.10454	0.55571	0.582467	0.61917	0.595601	0.535374	0.587655	0.583111	1.33901	1.42571	1.54081	3.33376	3.7617	1.91315	1.20798	1.25673	1.3456	2.82806	1.46416	1.83781	1.44476	2.10702	1.45426	2.50467	3.76663	1.83918	1.67381	2.46478	1.50312	2.13911	3.28682	2.70899	2.87496	1.89299	1.97082	2.03812	2.86153	2.9971	2.56656	2.22022	2.16195	2.3292	2.90536	3.36341	2.56646	2.01371	2.13961	2.10757	2.83761	2.97825	2.58414	2.81768	3.34142	3.88759	2.69924	2.56687	2.84558	2.48399	3.20973	2.41667	2.80018	2.32009	2.53148	2.40363	3.46081	2.6824	3.3828	3.17908	3.28481	2.95716	3.68971	3.36463	3.59228	2.73755	2.75535	2.86181	3.33707	3.53134	3.27606	3.36695	4.0808	3.66215	3.88594	3.20507	3.08112	3.22104	3.65076	3.86011	3.52797	3.30031	3.1339	3.34606	3.59621	3.98914	3.36398	3.01703	3.1946	3.07099	3.56112	3.95719	4.30612	3.5531	4.12291	3.9914	4.15128	4.65407	3.87696	4.44012	4.27595	4.44078	4.09134	4.69585	4.3675	4.62848	3.85764	3.80898	3.96463	4.30085	4.5341	4.27814	4.95916	5.28028	5.61522	4.78858	5.3616	5.2076	5.42601	6.53019	0.0828499	0.0868389	0.0923109	0.0887971	0.0798179	0.0876124	0.086935	0.0481848	0.0501101	0.0527276	0.0510499	0.0467099	0.0504817	0.0501563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26145	-1.37797	-0.657209	-1.67029	0.549932	-0.494125	0.660037	0.469553	0.0481848	0.0501101	0.0527276	0.0510499	0.0467099	0.0504817	0.0501563	0.08780035	0.01163748	0.1773279	0.5793173	0.721027	-1.39567	-0.187588	0.413151	-1.199	-0.149273	-1.16928	-1.29443
6600	-390.1072	-367.4923	-22.61493	0.66384	0.736377	0.84261	0.773494	0.61143	0.750921	0.738176	1.52318	1.62651	1.6952	1.53242	1.60325	1.72361	1.40564	1.47578	1.57769	1.48264	1.53167	1.59535	1.71427	1.62874	1.47888	1.50203	1.56786	1.68937	1.62324	1.4498	1.60558	2.42237	2.32752	2.44018	2.51008	2.20222	2.30476	2.37412	2.20779	2.27845	2.39081	2.32473	2.4362	2.50213	2.34557	2.41323	2.53281	2.20772	2.27437	2.38534	2.29449	2.29487	2.40826	2.47523	2.32833	2.39636	2.51808	2.17674	2.24445	2.35749	2.27745	2.31899	2.3834	2.50436	2.42852	2.26651	3.24168	3.11134	3.01302	3.12287	3.1928	3.23816	3.14528	3.26029	3.32799	3.01274	3.12136	3.18837	3.02687	3.09515	3.20996	3.20874	3.12383	3.24025	3.30828	2.98078	3.09114	3.15886	3.00509	3.07371	3.18999	3.11593	3.23178	3.29712	3.14907	3.21545	3.33708	2.9989	3.06482	3.18043	3.09769	3.95475	4.08724	3.9554	3.85704	3.96998	4.03774	4.06352	3.92248	3.83168	3.94592	4.014	4.05753	3.97005	4.08865	4.15478	3.82789	3.94146	4.00717	3.85289	3.91957	4.03803	4.84909	4.82061	4.95835	4.82022	4.72547	4.84294	4.90869	5.79682	1.80906	2.00674	2.29624	2.10789	1.66624	2.04637	2.01164	0.0968876	0.0997144	0.103512	0.101084	0.0946982	0.100257	0.0997819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.135951	0.385816	-0.174109	0.758573	0.403687	-1.60656	1.45557	0.269925	0.0968876	0.0997144	0.103512	0.101084	0.0946982	0.100257	0.0997819	0.02373624	0.504893	0.2500077	0.7276239	-0.391021	1.29937	-0.995675	-0.621811	-1.43604	0.359544	-0.573673	1.1674
6700	-388.8044	-367.743	-21.06139	0.853349	0.809964	0.756863	0.790169	0.889414	0.802033	0.80897	1.68044	1.62771	1.58485	1.66514	1.62211	1.56638	1.759	1.71589	1.66332	1.70068	1.67331	1.63126	1.57631	1.61208	1.70943	1.68298	1.64093	1.585	1.61784	1.71901	1.62899	2.44649	2.48357	2.42945	2.38652	2.57766	2.525	2.48201	2.56206	2.51901	2.46502	2.49245	2.43866	2.39617	2.47514	2.43265	2.37731	2.57083	2.52821	2.47452	2.511	2.50193	2.44775	2.40524	2.4829	2.44031	2.38461	2.58023	2.5376	2.48353	2.5187	2.49254	2.45043	2.39512	2.42942	2.52862	3.25018	3.34513	3.38216	3.32862	3.28565	3.2594	3.29615	3.2417	3.1991	3.39114	3.33777	3.29509	3.37449	3.33181	3.27745	3.26864	3.30452	3.24982	3.20716	3.40054	3.34695	3.30425	3.38286	3.34012	3.28552	3.31397	3.25952	3.21717	3.2949	3.25254	3.19703	3.39222	3.34979	3.29542	3.33082	4.15362	4.06748	4.16258	4.19972	4.14572	4.10307	4.07612	4.17204	4.20854	4.15435	4.11165	4.08546	4.1216	4.06663	4.02424	4.21763	4.16361	4.12117	4.19976	4.15731	4.10242	4.97905	4.98824	4.90139	4.99698	5.03399	4.97934	4.93698	5.82706	1.12296	1.06587	0.995992	1.03982	1.17042	1.05543	1.06456	0.158198	0.15714	0.155776	0.156641	0.159042	0.156941	0.157115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123316	-0.491517	-0.69391	0.957267	-0.0941741	0.0872811	-0.732388	0.377804	0.158198	0.15714	0.155776	0.156641	0.159042	0.156941	0.157115	0.004059098	0.1660271	1.292688	0.8148539	0.72444	-0.164755	-0.674605	0.452495	-2.07743	-0.0152377	-0.290992	0.445846
6800	-395.7452	-365.7981	-29.94708	0.593986	0.60421	0.617758	0.609119	0.586009	0.606158	0.604452	1.28783	1.30722	1.32601	1.37977	1.39864	1.35464	1.25687	1.27095	1.29216	1.35967	1.30255	1.33647	1.31798	1.3536	1.29554	1.35306	1.39437	1.34667	1.32943	1.34449	1.31403	1.96012	2.01763	2.01162	2.03068	1.90744	1.92735	1.94342	1.98027	1.99688	1.99456	1.96105	1.96372	1.9884	2.01051	2.03969	2.00961	1.9256	1.94773	1.95239	1.99909	2.00421	1.9982	2.02429	2.02621	2.05316	2.01514	1.96423	1.9881	1.9849	2.01324	1.97962	2.01315	1.98768	1.99658	1.97203	2.6787	2.58631	2.63538	2.64198	2.65957	2.6323	2.68259	2.67192	2.69668	2.58707	2.59696	2.61787	2.64334	2.66662	2.65856	2.66826	2.70758	2.69212	2.71583	2.62373	2.63005	2.65162	2.66719	2.68951	2.67728	2.6592	2.6506	2.67825	2.67899	2.70892	2.67843	2.61992	2.64609	2.6396	2.66875	3.33073	3.37486	3.2841	3.33568	3.33497	3.35795	3.4032	3.32029	3.36563	3.36203	3.38442	3.35573	3.39774	3.37875	3.40675	3.31559	3.31565	3.34093	3.35532	3.38244	3.36593	4.07623	4.1115	4.14519	4.05762	4.11092	4.09982	4.12778	4.93611	0.114758	0.116734	0.119351	0.117682	0.113217	0.11711	0.11678	0.0500473	0.0478821	0.0452077	0.0468883	0.0518341	0.0474844	0.0478323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35879	0.408438	-0.89557	-1.01453	-0.620783	0.0625585	0.239523	0.486842	0.0500473	0.0478821	0.0452077	0.0468883	0.0518341	0.0474844	0.0478323	0.02500166	0.0610857	1.033297	0.6030229	2.14215	-1.90655	-0.802198	-0.0361975	-3.53526	0.520934	-0.662668	-1.46821
6900	-390.1587	-366.4071	-23.7516	0.54128	0.535165	0.527323	0.53229	0.546175	0.53402	0.535022	1.19745	1.1765	1.15476	1.10881	1.09977	1.12313	1.24745	1.22775	1.19765	1.11858	1.17026	1.13427	1.17218	1.1213	1.17358	1.1212	1.10237	1.12896	1.14319	1.12644	1.16236	1.76288	1.67839	1.69009	1.67775	1.83421	1.80683	1.78537	1.69945	1.68948	1.70271	1.7446	1.75895	1.72601	1.68958	1.67322	1.70023	1.78711	1.75577	1.77003	1.69834	1.68838	1.70333	1.68175	1.68061	1.66386	1.6972	1.71534	1.69611	1.71197	1.68933	1.71818	1.68798	1.7275	1.70964	1.7228	2.263	2.40427	2.28075	2.28912	2.27622	2.33684	2.25855	2.27732	2.25846	2.37654	2.38198	2.35075	2.28497	2.26861	2.28866	2.27401	2.23841	2.25887	2.24032	2.29479	2.30607	2.28392	2.26307	2.2473	2.2693	2.2778	2.30436	2.27339	2.26678	2.24432	2.28244	2.31254	2.28482	2.312	2.27509	2.88651	2.86252	2.99331	2.87754	2.89473	2.87501	2.83269	2.9022	2.84357	2.86238	2.8435	2.88376	2.83546	2.86517	2.83984	2.90098	2.92435	2.89307	2.86648	2.84445	2.87554	3.51925	3.47125	3.46269	3.54674	3.47048	3.50086	3.47402	4.15459	6.95155	6.87302	6.7723	6.83609	7.01442	6.85831	6.87118	0.0638514	0.059006	0.0532542	0.0568385	0.067978	0.0581343	0.0588965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.652303	-0.224879	-0.221098	-0.370948	-1.10775	1.1153	-0.159453	-0.231952	0.0638514	0.059006	0.0532542	0.0568385	0.067978	0.0581343	0.0588965	0.01426594	0.2634813	0.7951188	0.5358664	-1.18134	1.00259	-1.74293	-0.0534387	-1.45487	-0.96659	0.147762	1.7756
7000	-388.5727	-365.3008	-23.27193	0.686821	0.670532	0.649937	0.662943	0.700053	0.667504	0.670153	1.69819	1.68147	1.67053	1.73464	1.72166	1.67606	1.71851	1.70513	1.69002	1.74304	1.70339	1.70036	1.66124	1.69882	1.71725	1.73277	1.72902	1.68157	1.68996	1.74578	1.68734	2.52505	2.5758	2.54525	2.53336	2.56086	2.5449	2.5327	2.59628	2.58317	2.55372	2.55072	2.52303	2.51587	2.56777	2.56005	2.5177	2.56934	2.56095	2.5342	2.57908	2.57874	2.5474	2.53977	2.57828	2.56966	2.52377	2.59716	2.58832	2.55801	2.58909	2.56127	2.55757	2.5149	2.53787	2.57472	3.42276	3.41612	3.46766	3.4425	3.43029	3.40052	3.44811	3.41414	3.40554	3.44249	3.41903	3.41002	3.46696	3.45755	3.42434	3.42653	3.46481	3.42838	3.41921	3.47062	3.4449	3.43554	3.48378	3.47382	3.4382	3.44579	3.4115	3.40565	3.44514	3.4388	3.39442	3.4634	3.45674	3.42317	3.45698	4.40526	4.38467	4.37963	4.43216	4.40234	4.39333	4.40418	4.40851	4.45369	4.4219	4.41245	4.38359	4.42476	4.38555	4.37908	4.43038	4.40022	4.39348	4.44182	4.43471	4.39616	5.52254	5.548	5.52004	5.52085	5.57129	5.53486	5.52876	6.92304	0.115112	0.112382	0.10893	0.11111	0.117329	0.111874	0.112318	0.0557924	0.0515171	0.0464469	0.0496058	0.0594347	0.0507483	0.0514205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064255	0.266903	-0.394371	1.26075	-1.11903	0.350439	-0.336927	1.50364	0.0557924	0.0515171	0.0464469	0.0496058	0.0594347	0.0507483	0.0514205	0.07729046	1.194929	0.1401099	0.6723947	0.739387	-1.10985	-1.59846	-0.449084	-0.138101	-0.740652	-1.34553	-0.696559
7100	-391.5252	-367.2313	-24.2939	0.578471	0.597383	0.622888	0.606567	0.563895	0.601019	0.597836	1.42734	1.43327	1.42792	1.29024	1.30291	1.38896	1.44863	1.44893	1.4428	1.28572	1.39141	1.36066	1.46027	1.35164	1.37429	1.30115	1.29389	1.38568	1.38526	1.28722	1.40816	2.14267	1.9786	2.03819	2.04513	2.16034	2.15834	2.15486	1.96598	1.977	2.03801	2.08238	2.1419	2.1191	2.00291	2.00139	2.09089	2.0983	2.07861	2.13688	1.99518	1.98309	2.0478	2.03866	1.98034	1.97898	2.07941	1.98048	1.97518	2.04041	1.97284	2.03938	2.01601	2.12215	2.06793	2.02428	2.73404	2.89078	2.67856	2.72923	2.73545	2.84437	2.69077	2.76275	2.75814	2.81923	2.86324	2.84462	2.68691	2.68612	2.75928	2.73914	2.64708	2.72393	2.72038	2.68858	2.74335	2.7349	2.64036	2.64096	2.7195	2.71176	2.79389	2.7714	2.70443	2.69345	2.79937	2.71991	2.70189	2.7843	2.69558	3.48165	3.49181	3.6349	3.43032	3.49678	3.49114	3.43274	3.4932	3.36264	3.43401	3.43002	3.51439	3.40317	3.4945	3.47972	3.4566	3.53074	3.50858	3.40675	3.39661	3.4893	4.31861	4.22924	4.26775	4.34977	4.19238	4.28272	4.26538	5.19452	2.14431	2.21442	2.30896	2.24846	2.09028	2.2279	2.2161	0.0309479	0.0336138	0.037424	0.034957	0.0289861	0.0341417	0.0336792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.460788	-0.550092	-0.0950536	-0.724422	1.15978	1.50208	0.451552	-0.193147	0.0309479	0.0336138	0.037424	0.034957	0.0289861	0.0341417	0.0336792	0.03605279	0.2141229	0.4474897	0.5951708	-1.82585	-1.4797	-1.55721	-0.384762	-1.1741	-1.39792	0.390251	0.351643
7200	-387.8123	-366.6513	-21.16099	0.582677	0.590151	0.60001	0.59373	0.576797	0.591571	0.590329	1.42908	1.46181	1.50372	1.81861	1.86904	1.60784	1.36762	1.38935	1.42827	1.75373	1.48116	1.58859	1.46513	1.64644	1.4792	1.70916	1.86759	1.59001	1.54678	1.70046	1.49294	2.1951	2.46769	2.38946	2.43554	2.09105	2.12486	2.15463	2.36943	2.40458	2.34484	2.23619	2.20321	2.26845	2.42828	2.52244	2.33988	2.15415	2.20815	2.18386	2.40804	2.42432	2.34989	2.42419	2.50709	2.59179	2.37095	2.31679	2.38249	2.32081	2.47893	2.31107	2.41787	2.26475	2.33179	2.30689	3.16761	2.8735	3.09536	3.07576	3.11379	2.98978	3.22667	3.13416	3.20367	2.91203	2.9086	2.9573	3.12233	3.18521	3.10585	3.14041	3.33915	3.22636	3.2916	3.06263	3.04363	3.09679	3.22731	3.28655	3.19041	3.14096	3.06215	3.14052	3.21128	3.3053	3.12745	3.04028	3.112	3.04334	3.1965	3.91385	4.03155	3.74305	3.97377	3.92714	3.9871	4.15519	3.88786	4.09999	4.04281	4.1008	3.96788	4.17342	4.0489	4.13119	3.90605	3.86505	3.93217	4.05565	4.13418	4.02249	4.92936	5.07525	5.15524	4.87029	5.11335	5.02692	5.1074	6.33065	0.161485	0.163557	0.166289	0.164548	0.159856	0.16395	0.163606	0.0622033	0.0638867	0.0661425	0.0647008	0.0608997	0.0642092	0.0639268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485787	0.347841	-0.299208	-0.45945	0.374798	-0.0519428	0.178921	-1.17213	0.0622033	0.0638867	0.0661425	0.0647008	0.0608997	0.0642092	0.0639268	0.07734718	0.2972309	0.0514749	0.5892819	-1.08789	-0.762107	-0.829235	-1.11119	0.980684	-0.800437	-1.83948	-0.076084
7300	-390.085	-367.2074	-22.87766	0.777795	0.746457	0.707609	0.73204	0.803603	0.74069	0.745735	1.52448	1.48562	1.45426	1.50996	1.47862	1.43981	1.58166	1.55031	1.51144	1.53578	1.51869	1.48731	1.44851	1.47288	1.54449	1.52367	1.49231	1.45351	1.47795	1.54948	1.48662	2.23218	2.25651	2.21769	2.18634	2.32822	2.28935	2.258	2.31367	2.28233	2.24351	2.26524	2.22641	2.19504	2.25076	2.2194	2.1806	2.32241	2.29105	2.25222	2.27657	2.27022	2.23139	2.20004	2.25579	2.22443	2.18564	2.32739	2.29603	2.25721	2.2816	2.26448	2.23312	2.19432	2.21873	2.29029	2.96425	3.03594	3.06025	3.02141	2.99007	2.97297	2.99731	2.9585	2.92714	3.06899	3.03015	2.99879	3.05448	3.02313	2.98431	2.97795	3.00233	2.96351	2.93216	3.07395	3.03512	3.00377	3.05949	3.02814	2.98933	3.01103	2.97222	2.94085	2.9966	2.96524	2.92645	3.0682	3.03684	2.99803	3.02241	3.76803	3.70509	3.77677	3.80109	3.76227	3.73091	3.7101	3.78173	3.80609	3.76727	3.73591	3.71881	3.74317	3.70437	3.67301	3.8148	3.77599	3.74462	3.80035	3.76899	3.73018	4.50895	4.51394	4.45102	4.52267	4.54701	4.5082	4.47684	5.25499	0.516896	0.49607	0.470253	0.486489	0.534047	0.492237	0.49559	0.124141	0.116396	0.107048	0.112893	0.13065	0.11499	0.116219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31235	1.29911	-0.737584	-0.829823	-0.90427	0.13987	-0.577261	0.81749	0.124141	0.116396	0.107048	0.112893	0.13065	0.11499	0.116219	3.717728e-05	0.1626627	0.8945209	0.7500078	0.384679	1.29964	0.430601	-1.70395	-1.60767	-0.344209	-0.1005	-0.488951
7400	-389.7038	-367.4575	-22.24632	0.670763	0.680504	0.693375	0.685172	0.663118	0.682356	0.680735	1.80153	1.76032	1.70657	1.46954	1.46883	1.59784	1.94887	1.90063	1.81987	1.47957	1.69667	1.5882	1.78398	1.55422	1.68267	1.50039	1.4639	1.60537	1.63335	1.49403	1.70003	2.62749	2.26514	2.35357	2.3401	2.81556	2.74595	2.69184	2.28403	2.27982	2.37492	2.5147	2.61809	2.51901	2.31523	2.2873	2.43247	2.62456	2.53145	2.63559	2.32237	2.28825	2.38967	2.34058	2.27649	2.24646	2.41635	2.32993	2.29029	2.39594	2.28328	2.41106	2.3277	2.52579	2.42734	2.40235	3.16113	3.65396	3.12222	3.20012	3.18441	3.44642	3.10856	3.22429	3.18586	3.49923	3.56818	3.47449	3.14849	3.12014	3.2416	3.18913	3.0283	3.14881	3.11114	3.1621	3.25216	3.19957	3.06135	3.035	3.16218	3.16727	3.31626	3.2281	3.14224	3.08988	3.2805	3.24143	3.16707	3.31899	3.14798	4.09405	4.07306	4.52051	4.0245	4.13625	4.09423	3.95425	4.14161	3.89133	4.00728	3.96829	4.14101	3.92871	4.08637	4.02191	4.10091	4.23957	4.1495	3.98686	3.93622	4.10001	5.12293	4.93342	4.97019	5.21702	4.89511	5.05689	4.98663	6.13472	0.946115	0.959854	0.978009	0.966439	0.935331	0.962466	0.96018	0.0343719	0.0360122	0.0382616	0.0368173	0.033123	0.0363302	0.0360518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.728105	-0.212373	0.0819326	-1.29012	0.654389	-1.20753	0.202371	-0.992656	0.0343719	0.0360122	0.0382616	0.0368173	0.033123	0.0363302	0.0360518	0.04893512	0.00808569	0.8998629	0.6793707	0.206747	-0.161256	0.576851	-0.0281111	-1.8769	-1.4895	-0.568305	0.434122
