Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
14800	-386.2738	-364.4445	-21.82934	0.648241	0.617604	0.579944	0.603586	0.673616	0.611991	0.616901	1.59844	1.52112	1.44389	1.33667	1.29828	1.34644	1.77552	1.70242	1.59616	1.37524	1.51455	1.39696	1.49374	1.35445	1.53552	1.3761	1.31123	1.36858	1.41885	1.40255	1.47835	2.27683	2.04	2.05802	2.01023	2.5309	2.43283	2.35537	2.12301	2.08203	2.10498	2.23419	2.26295	2.15243	2.0699	2.0114	2.07136	2.38397	2.27778	2.30712	2.10633	2.07364	2.10121	2.02717	2.04738	1.98737	2.06552	2.17348	2.10635	2.13705	2.08358	2.15709	2.05784	2.15654	2.11379	2.18189	2.77021	3.2187	2.85789	2.86806	2.81861	2.99038	2.77155	2.80969	2.74349	3.1454	3.14883	3.0423	2.87009	2.81128	2.85366	2.8074	2.71834	2.7601	2.6945	2.90385	2.92292	2.84635	2.8118	2.75447	2.80118	2.83144	2.8939	2.79123	2.79544	2.71898	2.81229	2.95514	2.86251	2.92719	2.83087	3.64434	3.55257	3.96787	3.63312	3.66826	3.5994	3.47101	3.69588	3.54085	3.5792	3.5126	3.61917	3.49232	3.56137	3.47605	3.70599	3.7608	3.65672	3.60429	3.52907	3.60267	4.5135	4.37982	4.33071	4.59929	4.39166	4.46374	4.37411	5.37725	0.183516	0.174843	0.164181	0.170874	0.1907	0.173254	0.174644	0.0312081	0.0330529	0.0356141	0.0339654	0.029818	0.0334128	0.0330976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.722307	1.85437	-0.453323	0.201814	0.806107	-0.609591	-0.679567	-0.0813376	0.0312081	0.0330529	0.0356141	0.0339654	0.029818	0.0334128	0.0330976	0.03638449	0.06344298	0.2279234	0.621062	-0.238082	0.595456	0.321181	-0.450436	-0.0405457	-2.00543	-1.339	-0.353458
14900	-389.4645	-365.8716	-23.59293	0.589107	0.608449	0.634534	0.617842	0.574238	0.612168	0.608911	1.54097	1.52487	1.49488	1.29077	1.30223	1.41676	1.63614	1.60989	1.5626	1.28933	1.4616	1.38964	1.55734	1.36941	1.44191	1.30859	1.29292	1.41702	1.42818	1.29476	1.47627	2.27501	1.98479	2.0689	2.07057	2.38548	2.34688	2.31632	1.97806	1.98684	2.07622	2.17352	2.27	2.20481	2.02564	2.01638	2.14366	2.23817	2.17751	2.27481	2.02215	1.99692	2.09109	2.06542	1.99412	1.98315	2.12946	2.00769	1.98934	2.08688	1.99034	2.09378	2.04161	2.21035	2.12396	2.07818	2.77196	3.12809	2.70433	2.78077	2.78069	2.98925	2.71794	2.82302	2.80556	2.99332	3.06338	3.00209	2.72742	2.71778	2.82741	2.78801	2.65484	2.76328	2.74632	2.72952	2.81546	2.78688	2.65903	2.65086	2.76456	2.7574	2.88857	2.83241	2.74428	2.71612	2.87875	2.79354	2.74818	2.88174	2.7398	3.54884	3.55676	3.87709	3.48188	3.58428	3.56401	3.46387	3.58017	3.37826	3.4835	3.46552	3.60357	3.43046	3.56766	3.53003	3.53518	3.6588	3.60103	3.45403	3.42719	3.56927	4.4217	4.27446	4.32637	4.48895	4.2314	4.37204	4.32997	5.2761	0.238004	0.245819	0.256357	0.249613	0.231997	0.247321	0.246005	0.019029	0.0177361	0.0161864	0.0171541	0.0201208	0.0175023	0.0177068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.745612	0.625147	-0.172483	1.45095	-0.987587	-0.54509	0.453425	2.0427	0.019029	0.0177361	0.0161864	0.0171541	0.0201208	0.0175023	0.0177068	0.03661997	0.06700395	0.06625201	0.606191	-0.723336	-1.5706	0.297253	0.434305	0.366396	-1.64225	-0.108123	-1.17701
15000	-392.2272	-365.5643	-26.66291	0.654059	0.587486	0.510997	0.558331	0.712126	0.575712	0.586006	1.38554	1.30314	1.22888	1.3041	1.23466	1.18308	1.52555	1.45389	1.36836	1.36654	1.36155	1.27796	1.22615	1.24195	1.41872	1.34027	1.26221	1.21276	1.26574	1.39854	1.29265	1.95852	1.95597	1.89164	1.8203	2.18218	2.09793	2.0248	2.08959	2.01969	1.95516	2.01127	1.94533	1.86557	1.95108	1.87595	1.8239	2.15156	2.07309	2.00633	2.01155	1.98859	1.92581	1.84883	1.95342	1.87877	1.83069	2.12546	2.04986	1.98668	2.01415	1.99514	1.91327	1.86493	1.89932	2.05294	2.54922	2.76617	2.75394	2.68496	2.61356	2.60427	2.60542	2.54554	2.47004	2.81652	2.74512	2.66726	2.74176	2.66743	2.60744	2.58155	2.59982	2.54237	2.46742	2.78773	2.71987	2.64394	2.73537	2.66166	2.60424	2.64415	2.58652	2.50595	2.60801	2.53011	2.4826	2.78365	2.70432	2.64639	2.66795	3.37745	3.22897	3.44252	3.43097	3.36781	3.29224	3.21866	3.41134	3.41744	3.35661	3.28166	3.26743	3.28021	3.22721	3.14854	3.47059	3.40906	3.32902	3.41899	3.34154	3.28852	4.11028	4.09028	3.95198	4.1508	4.14881	4.09429	4.01482	4.91204	0.29174	0.262045	0.227928	0.249041	0.31764	0.256794	0.261385	0.0220932	0.0226849	0.0234776	0.022971	0.0216346	0.0227982	0.022699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.238548	-1.36442	-0.759802	1.40451	0.370963	-0.554448	-1.50666	-2.75244	0.0220932	0.0226849	0.0234776	0.022971	0.0216346	0.0227982	0.022699	0.02541871	0.3401637	0.01126713	0.5947984	0.853352	1.94288	0.0623144	-0.531276	0.934787	-0.308917	-0.238301	-1.184
15100	-390.6176	-366.5343	-24.08323	0.656867	0.646319	0.632864	0.641376	0.665347	0.644348	0.646073	1.43006	1.40624	1.38289	1.34892	1.33521	1.35279	1.4782	1.4577	1.42738	1.36246	1.40716	1.37065	1.39607	1.35629	1.41421	1.36363	1.33976	1.36032	1.37712	1.37238	1.395	2.10871	2.03987	2.04415	2.02745	2.18181	2.15367	2.13123	2.06945	2.05488	2.05997	2.0999	2.10442	2.07187	2.04872	2.02773	2.04733	2.14485	2.11391	2.11783	2.06069	2.05141	2.05839	2.03332	2.04051	2.01954	2.04482	2.08622	2.06317	2.07048	2.05257	2.0769	2.04439	2.07299	2.06168	2.08503	2.73883	2.86779	2.77269	2.77253	2.75544	2.80269	2.73932	2.75003	2.72733	2.85282	2.84926	2.81883	2.77349	2.75282	2.7642	2.75076	2.72021	2.73333	2.71116	2.78721	2.78925	2.76442	2.75288	2.73292	2.74697	2.7594	2.77562	2.74341	2.74603	2.72004	2.74838	2.79998	2.77019	2.78658	2.75743	3.49542	3.4609	3.58249	3.49172	3.49975	3.47648	3.43369	3.51082	3.46011	3.47056	3.44815	3.48195	3.44124	3.462	3.43394	3.5147	3.52691	3.49482	3.4793	3.45374	3.47526	4.25675	4.21367	4.19383	4.2824	4.21749	4.23788	4.20849	5.03821	0.413253	0.406617	0.398152	0.403507	0.418588	0.405377	0.406462	0.137656	0.139591	0.142146	0.140518	0.136141	0.139959	0.139637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.485227	-2.3099	-0.763934	0.319642	0.195905	0.226121	-0.227225	-0.459883	0.137656	0.139591	0.142146	0.140518	0.136141	0.139959	0.139637	0.01775139	0.1486316	0.1178245	0.6475254	1.68182	-0.425162	-1.30174	0.542004	-0.385972	0.556195	1.02737	-1.94322
15200	-394.013	-366.7556	-27.2574	0.771772	0.731983	0.683325	0.713838	0.804872	0.724713	0.731072	1.51055	1.46296	1.4249	1.51839	1.48245	1.41262	1.5814	1.54218	1.49477	1.54648	1.50573	1.47169	1.41563	1.45714	1.53903	1.5269	1.49986	1.42894	1.45723	1.55977	1.46525	2.19902	2.24624	2.19099	2.15354	2.31692	2.26927	2.23044	2.31372	2.2756	2.22189	2.24278	2.19209	2.15515	2.23557	2.2018	2.14079	2.31233	2.2747	2.22451	2.26787	2.2604	2.20626	2.1702	2.24766	2.21369	2.14925	2.32761	2.29139	2.23797	2.27926	2.24571	2.21174	2.15404	2.18865	2.27891	2.92839	3.00556	3.04782	2.99691	2.95872	2.93018	2.9739	2.91934	2.8831	3.04897	2.99981	2.96186	3.04145	3.00475	2.9512	2.9443	2.9868	2.93104	2.89462	3.06314	3.01268	2.97517	3.05352	3.01674	2.96228	2.9858	2.93283	2.89667	2.972	2.93771	2.87807	3.05407	3.01744	2.96518	3.0047	3.73567	3.66127	3.7387	3.78067	3.72916	3.69208	3.67431	3.75177	3.79334	3.7414	3.70429	3.67513	3.71722	3.66148	3.62587	3.79417	3.74339	3.70642	3.78399	3.74809	3.6934	4.47326	4.48662	4.41105	4.48767	4.53047	4.47746	4.44147	5.23154	2.27606	2.15872	2.01522	2.10521	2.37368	2.13728	2.15603	0.106419	0.112748	0.121539	0.11588	0.101659	0.113984	0.112901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832418	-0.69208	-0.34824	2.50026	0.810943	2.42909	-0.742968	0.438846	0.106419	0.112748	0.121539	0.11588	0.101659	0.113984	0.112901	0.002470798	0.1679963	0.9381754	0.7364663	0.44564	-0.579607	0.643855	0.583578	-1.89577	-0.105709	-0.37361	1.23976
15300	-392.7365	-365.2979	-27.43865	0.584682	0.570448	0.55247	0.56382	0.596189	0.567802	0.570118	1.35983	1.30394	1.24899	1.17106	1.1536	1.18096	1.51808	1.45444	1.36299	1.18844	1.28521	1.20583	1.29525	1.18161	1.2928	1.18959	1.15974	1.193	1.22281	1.20158	1.26662	1.94926	1.76734	1.78415	1.76112	2.15354	2.06966	2.00896	1.80463	1.78594	1.807	1.89899	1.9397	1.85668	1.78742	1.75976	1.79835	2.00244	1.9224	1.9673	1.80523	1.78487	1.80883	1.76993	1.77529	1.74565	1.79683	1.83195	1.79857	1.82555	1.79264	1.84286	1.78421	1.86023	1.82223	1.85374	2.38366	2.73165	2.41426	2.43077	2.40667	2.55016	2.3828	2.41266	2.37871	2.64071	2.66618	2.58128	2.42996	2.4017	2.43568	2.40582	2.35612	2.38349	2.34877	2.44121	2.4659	2.42291	2.40025	2.3722	2.40389	2.41698	2.47126	2.40632	2.40009	2.3596	2.42558	2.48495	2.43035	2.487	2.41811	3.05585	3.02185	3.32928	3.04917	3.08133	3.04551	2.97551	3.09004	3.00158	3.02972	2.99461	3.06404	2.9853	3.03299	2.98451	3.09423	3.14786	3.08091	3.04187	3.00245	3.05483	3.73124	3.65392	3.64031	3.78992	3.66	3.71202	3.66132	4.37236	0.652072	0.636197	0.616147	0.628805	0.664905	0.633246	0.635829	0.0210248	0.0232259	0.026434	0.0243488	0.0194296	0.0236661	0.0232803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.16613	-0.649059	-0.641729	1.35446	1.39749	2.16132	-0.345912	-1.96335	0.0210248	0.0232259	0.026434	0.0243488	0.0194296	0.0236661	0.0232803	0.01336026	0.05876051	0.1529906	0.5720674	1.7146	-0.327278	0.17771	1.03862	-1.60661	-0.231465	0.7844	-1.35771
15400	-393.7692	-365.627	-28.14214	0.617218	0.599752	0.57779	0.591643	0.631454	0.596515	0.599347	1.31466	1.28157	1.25093	1.23545	1.21566	1.21893	1.37984	1.35065	1.30962	1.25358	1.28938	1.24705	1.26335	1.23067	1.3023	1.2509	1.22326	1.22918	1.2507	1.26541	1.27013	1.92226	1.86164	1.85577	1.83326	2.02066	1.98193	1.95138	1.90135	1.88081	1.87628	1.91991	1.91668	1.87663	1.86862	1.84291	1.84939	1.97809	1.93933	1.93614	1.88602	1.87527	1.87212	1.84201	1.86338	1.8373	1.84902	1.91984	1.89171	1.88938	1.88074	1.89764	1.86035	1.87759	1.87245	1.91166	2.48461	2.63152	2.53692	2.52855	2.50557	2.54978	2.49431	2.49426	2.46641	2.62086	2.6103	2.57153	2.53848	2.51272	2.51381	2.49917	2.48004	2.48121	2.45357	2.554	2.54811	2.51741	2.52275	2.49746	2.49997	2.51554	2.52222	2.48411	2.50091	2.47009	2.48598	2.56677	2.53145	2.5387	2.51798	3.17667	3.13254	3.27035	3.1827	3.18157	3.15298	3.11019	3.19524	3.15709	3.15709	3.12918	3.15557	3.12575	3.13467	3.10139	3.20754	3.21179	3.17335	3.17374	3.14329	3.15343	3.85074	3.81337	3.78175	3.87911	3.8261	3.83573	3.80121	4.52664	0.111039	0.107897	0.103945	0.106438	0.1136	0.107314	0.107824	0.117347	0.11132	0.103949	0.108572	0.122359	0.110219	0.111182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.688054	-0.00417568	-0.519534	2.22384	-0.740022	0.371591	-0.402936	1.17973	0.117347	0.11132	0.103949	0.108572	0.122359	0.110219	0.111182	0.01108614	0.9140729	1.189516	0.6017438	-1.3846	1.80994	-0.83676	0.226234	-0.0369557	-2.2407	-0.638084	-1.46395
15500	-385.1983	-365.3656	-19.83271	0.644549	0.591992	0.530043	0.568589	0.689524	0.582571	0.590809	1.71208	1.61882	1.52688	1.44175	1.37773	1.42298	1.89569	1.81428	1.70267	1.50512	1.63895	1.50359	1.56402	1.44888	1.68004	1.49934	1.39941	1.4545	1.51985	1.54564	1.58093	2.42673	2.21995	2.21567	2.1421	2.70822	2.60325	2.5152	2.35541	2.28869	2.28587	2.41716	2.41011	2.28983	2.24481	2.1558	2.20455	2.59546	2.48063	2.47092	2.30164	2.26489	2.26889	2.1682	2.21873	2.13063	2.19789	2.41695	2.32267	2.32676	2.27622	2.34383	2.21942	2.29289	2.2683	2.38816	3.00886	3.4545	3.17827	3.1567	3.08214	3.21298	3.02381	3.04058	2.94736	3.42862	3.39545	3.28287	3.17359	3.08649	3.10453	3.05406	2.96116	2.98731	2.89619	3.2314	3.21622	3.11788	3.10634	3.0218	3.0501	3.09701	3.12877	3.00736	3.04399	2.93985	3.01439	3.26542	3.15091	3.18263	3.09877	4.06017	3.90323	4.3283	4.06159	4.06708	3.9725	3.81569	4.11514	3.95894	3.97384	3.88212	3.97783	3.85457	3.90413	3.79442	4.14229	4.15893	4.03867	4.01661	3.91402	3.96521	5.11238	4.97497	4.86641	5.19995	5.0008	5.04707	4.93312	6.28687	1.59962	1.46919	1.31545	1.41111	1.71124	1.44581	1.46625	0.00928199	0.00910054	0.00887	0.00901573	0.00942869	0.00906672	0.00909631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.387266	0.842395	-1.00687	0.141034	-0.27713	0.761817	-1.19388	-0.369149	0.00928199	0.00910054	0.00887	0.00901573	0.00942869	0.00906672	0.00909631	0.07321711	0.08301068	0.05057977	0.5978265	-1.0741	-0.93264	-0.345719	0.335656	-0.545374	-1.08798	-0.361268	0.818963
15600	-385.0444	-365.6372	-19.40719	0.614649	0.613204	0.611331	0.61252	0.615791	0.612931	0.61317	1.81759	1.79443	1.76521	1.62433	1.61201	1.70355	1.87542	1.85588	1.82175	1.64233	1.77326	1.70954	1.79765	1.68347	1.7715	1.65705	1.61215	1.71157	1.73351	1.65925	1.76871	2.6878	2.50693	2.54973	2.53052	2.77348	2.74392	2.71896	2.54363	2.52969	2.57144	2.64619	2.68238	2.63323	2.53168	2.49809	2.58689	2.70581	2.66144	2.69453	2.54196	2.52583	2.57419	2.53435	2.50211	2.47053	2.57399	2.57431	2.53954	2.58614	2.51347	2.59272	2.53495	2.63624	2.59011	2.5932	3.45735	3.68961	3.47648	3.50152	3.48219	3.59449	3.42723	3.48642	3.45191	3.63982	3.65603	3.61399	3.47374	3.44344	3.50196	3.47496	3.36841	3.4368	3.40442	3.49931	3.5283	3.49269	3.41218	3.38418	3.45241	3.46878	3.53553	3.48301	3.44184	3.39844	3.50324	3.52633	3.47822	3.54371	3.45015	4.55305	4.50433	4.72473	4.51324	4.55973	4.52514	4.42864	4.57607	4.42579	4.481	4.44866	4.54444	4.41841	4.5028	4.45683	4.55753	4.60953	4.55913	4.47378	4.43212	4.51621	5.82212	5.71146	5.69995	5.86932	5.68997	5.76817	5.71933	7.35305	0.10582	0.105571	0.105249	0.105453	0.106016	0.105524	0.105565	0.0102529	0.00961436	0.00884361	0.00932561	0.0107894	0.00949847	0.00959982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.209022	0.0223249	-0.366864	-0.0267103	-0.902562	0.0328259	-0.0330325	-0.351323	0.0102529	0.00961436	0.00884361	0.00932561	0.0107894	0.00949847	0.00959982	0.1068799	0.06431721	0.08482991	0.6133693	-0.337763	-0.580939	0.452627	-0.503783	-1.57074	-0.527585	-0.741308	-1.53118
15700	-391.3064	-368.0173	-23.28909	0.768362	0.727005	0.676567	0.708178	0.802834	0.719458	0.726059	1.63158	1.60166	1.59325	2.09137	2.11901	1.68408	1.66807	1.63785	1.61152	2.03608	1.67094	1.73732	1.54764	1.78477	1.70933	1.95169	2.13997	1.68503	1.6751	1.98241	1.63273	2.40988	2.75235	2.58217	2.5845	2.46611	2.43517	2.4125	2.72804	2.71778	2.57542	2.49803	2.40883	2.4217	2.68398	2.75346	2.47405	2.51034	2.51032	2.43056	2.70366	2.71454	2.56307	2.59185	2.79566	2.86024	2.51957	2.68464	2.70959	2.57176	2.80278	2.57	2.63766	2.41706	2.52559	2.60665	3.41717	3.24842	3.50166	3.41082	3.3998	3.25639	3.5369	3.37589	3.40129	3.33048	3.27014	3.26424	3.51286	3.52977	3.38731	3.41022	3.66626	3.48297	3.50479	3.48445	3.40107	3.40312	3.62732	3.64236	3.483	3.45609	3.32329	3.35093	3.51792	3.57857	3.32265	3.4446	3.46361	3.3439	3.54489	4.27366	4.29882	4.13502	4.38498	4.28056	4.29065	4.43181	4.27012	4.51168	4.39905	4.40856	4.25324	4.50335	4.31877	4.35615	4.33303	4.24149	4.2542	4.46472	4.49686	4.33126	5.24847	5.3891	5.39047	5.21286	5.47882	5.34464	5.37549	6.50917	1.51502	1.43347	1.33402	1.39635	1.58299	1.41859	1.43161	0.0683415	0.065214	0.0613624	0.0637813	0.0709305	0.0646404	0.0651421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796892	1.08278	-1.11187	-0.340496	-0.657519	1.01463	-0.776606	0.12009	0.0683415	0.065214	0.0613624	0.0637813	0.0709305	0.0646404	0.0651421	0.04872459	0.2719411	0.1260706	0.7316587	0.359179	0.162352	-1.40524	-0.282341	-2.10687	1.5812	-0.190364	0.625536
