Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
300	-390.231	-365.7391	-24.49192	0.746161	0.650405	0.544091	0.609395	0.831992	0.633775	0.648308	1.45911	1.358	1.27004	1.5033	1.41677	1.25148	1.6296	1.53713	1.43748	1.57628	1.45397	1.38057	1.24435	1.35154	1.54064	1.51925	1.4561	1.28719	1.34427	1.60437	1.35705	2.0431	2.17073	2.04506	1.95787	2.31249	2.21168	2.12103	2.33346	2.24385	2.12218	2.14404	2.02798	1.94532	2.14515	2.0684	1.91952	2.30999	2.22483	2.11071	2.22768	2.20089	2.07585	1.99504	2.17721	2.09833	1.94119	2.36146	2.27867	2.15646	2.25804	2.15879	2.08519	1.94234	2.02408	2.24493	2.74088	2.90065	3.0177	2.90485	2.81596	2.72558	2.84555	2.71635	2.63444	3.0011	2.89171	2.80537	3.00682	2.92344	2.79708	2.77445	2.88547	2.75174	2.66886	3.05007	2.93725	2.85182	3.04519	2.96098	2.83083	2.86625	2.73984	2.66008	2.83995	2.76336	2.61517	3.02814	2.94691	2.82273	2.92368	3.61543	3.44024	3.6013	3.72048	3.60135	3.51741	3.48282	3.6492	3.76385	3.64227	3.55786	3.46564	3.57843	3.4419	3.36288	3.74499	3.62699	3.54477	3.73669	3.65684	3.52306	4.35114	4.39905	4.21511	4.37744	4.49915	4.3709	4.29157	5.19248	0.462881	0.403479	0.337527	0.378039	0.516127	0.393162	0.402178	0.0656594	0.0758754	0.0915622	0.0812612	0.0585443	0.0779732	0.0761339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454531	-1.10484	-0.70408	-0.118108	2.02979	-0.0888427	-1.92778	-1.70462	0.0656594	0.0758754	0.0915622	0.0812612	0.0585443	0.0779732	0.0761339	0.01851979	0.05693678	0.2464053	0.6607853	-0.762673	-0.446237	-1.08783	1.13371	-0.811005	-0.545852	-0.848369	-0.0263341
310	-392.774	-370.2431	-22.53088	0.604931	0.626729	0.656231	0.637338	0.588219	0.630928	0.627251	1.587	1.7001	1.86774	4.67413	5.29278	2.45541	1.40572	1.46536	1.58353	3.92919	1.79048	2.37082	1.70464	2.7839	1.79121	3.4303	5.30873	2.34788	2.10237	3.38487	1.83174	2.55586	4.37032	3.47409	3.72147	2.21469	2.31432	2.40506	3.73974	3.93394	3.25804	2.71839	2.58917	2.84405	3.80735	4.50891	3.2161	2.41421	2.60215	2.51636	3.71494	3.9167	3.28208	3.6417	4.48936	5.29838	3.43185	3.29883	3.71544	3.13569	4.29986	3.04261	3.63782	2.82842	3.19083	3.03788	4.3987	3.16935	4.30118	3.97481	4.12813	3.58411	4.78992	4.23916	4.58862	3.29068	3.28766	3.44436	4.25415	4.55092	4.11139	4.25842	5.42132	4.72817	5.0696	4.04048	3.82737	4.03689	4.76758	5.08269	4.52817	4.18702	3.87668	4.20484	4.65006	5.25393	4.21633	3.75791	4.03163	3.79095	4.60794	4.95022	5.48481	4.29319	5.24626	5.00675	5.25032	6.06116	4.83188	5.77149	5.48324	5.73352	5.14922	6.15982	5.58627	5.99028	4.83806	4.72184	4.96031	5.55399	5.91592	5.45809	6.31024	6.85137	7.35294	6.04437	7.01759	6.72558	7.0654	8.64362	0.275599	0.28553	0.298971	0.290363	0.267985	0.287443	0.285768	0.0575905	0.0594006	0.061838	0.0602787	0.0561947	0.0597483	0.0594438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19908	-0.229707	-0.79877	0.055103	0.434362	0.317435	0.496851	2.07982	0.0575905	0.0594006	0.061838	0.0602787	0.0561947	0.0597483	0.0594438	0.1517133	0.08694971	0.2984785	0.6241808	-0.215361	-0.079848	-0.991509	0.995025	-1.08107	-0.545852	-1.61726	0.481034
320	-391.6944	-367.1336	-24.56076	0.571915	0.516972	0.453379	0.492794	0.619644	0.507218	0.515744	2.22286	2.09829	1.9655	1.69058	1.61004	1.77747	2.48957	2.38024	2.22171	1.77896	2.08818	1.8652	2.04766	1.77548	2.12828	1.79103	1.6318	1.81971	1.91418	1.8417	2.02348	3.13988	2.68386	2.73882	2.63906	3.54199	3.39647	3.27311	2.86978	2.78402	2.83979	3.07159	3.11581	2.92703	2.74301	2.60903	2.77823	3.33437	3.15735	3.19493	2.8153	2.75424	2.82535	2.67016	2.67763	2.54689	2.7544	2.97328	2.83127	2.90071	2.75186	2.92472	2.72133	2.93425	2.84567	2.97117	3.77117	4.54055	3.9657	3.98046	3.87927	4.16483	3.74491	3.8433	3.703	4.44389	4.43464	4.26298	3.959	3.83065	3.92997	3.84049	3.60299	3.72291	3.58752	4.05039	4.07716	3.92934	3.80837	3.68568	3.8082	3.87415	3.99896	3.80488	3.78556	3.62242	3.84044	4.12297	3.94192	4.06537	3.85322	5.28233	5.05886	5.79066	5.22884	5.29985	5.1577	4.86829	5.36937	5.00671	5.09891	4.96275	5.18832	4.89272	5.05848	4.88572	5.37031	5.46069	5.27029	5.13135	4.97184	5.13934	6.96644	6.67686	6.55308	7.11936	6.67313	6.82837	6.64726	9.02035	8.66801	7.83528	6.87146	7.46883	9.39139	7.68745	7.81668	0.0345327	0.0326297	0.0303127	0.0317644	0.0361195	0.0322828	0.0325863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.314247	0.873407	-0.251627	0.69572	-0.795591	-1.04584	-1.41772	1.58653	0.0345327	0.0326297	0.0303127	0.0317644	0.0361195	0.0322828	0.0325863	0.1869655	0.1073808	0.3509872	0.5230317	-1.72424	-0.477035	-0.654155	0.645235	-1.08241	-1.30575	0.877546	1.42288
330	-389.0559	-366.6062	-22.44978	0.662606	0.638862	0.609272	0.627902	0.682073	0.634481	0.638314	1.74159	1.64197	1.54023	1.35865	1.32656	1.40326	2.01656	1.90851	1.74929	1.39292	1.60218	1.44569	1.62918	1.39594	1.61423	1.39922	1.33658	1.42606	1.48352	1.41992	1.57	2.4505	2.07286	2.12025	2.0755	2.81447	2.66942	2.56094	2.14568	2.11052	2.16665	2.35004	2.43264	2.27616	2.11867	2.06215	2.16087	2.54585	2.39528	2.48325	2.15267	2.10948	2.17162	2.09116	2.08862	2.02839	2.15364	2.20486	2.1355	2.20371	2.1218	2.23411	2.11424	2.28332	2.20096	2.25251	2.84376	3.5159	2.89477	2.93817	2.89101	3.18051	2.83099	2.90665	2.83723	3.34838	3.39643	3.24033	2.92576	2.86806	2.95179	2.88858	2.76463	2.839	2.76882	2.95124	3.01039	2.92267	2.85248	2.79579	2.87889	2.90394	3.02494	2.89447	2.86777	2.784	2.93753	3.04037	2.92882	3.05445	2.90151	3.72885	3.65793	4.26184	3.70117	3.77888	3.7053	3.54936	3.79798	3.58471	3.65895	3.5876	3.74536	3.5615	3.67818	3.57881	3.79631	3.91283	3.77854	3.67633	3.5946	3.72015	4.63656	4.45681	4.43699	4.75688	4.45896	4.58372	4.47888	5.48499	0.376015	0.362541	0.345749	0.356321	0.387062	0.360055	0.36223	0.126348	0.123458	0.119801	0.122111	0.128691	0.12292	0.123391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.986305	0.988081	-0.113709	-0.615081	-0.324779	0.869802	-0.512222	0.401559	0.126348	0.123458	0.119801	0.122111	0.128691	0.12292	0.123391	0.03569478	0.05962257	0.3879279	0.6415575	-1.04178	0.790286	-1.5391	0.769724	-1.93051	0.879768	-0.513132	-0.427277
340	-394.1902	-366.1745	-28.01569	0.580385	0.507219	0.42574	0.475821	0.645877	0.494492	0.505613	2.00514	1.75115	1.49345	1.15363	1.06632	1.18588	2.75163	2.4515	2.03383	1.24506	1.66549	1.29903	1.70246	1.18911	1.71365	1.23734	1.09544	1.24137	1.37422	1.30511	1.5725	2.59201	1.77273	1.84637	1.73429	3.54515	3.16194	2.87696	1.96222	1.86951	1.96225	2.36354	2.54803	2.16342	1.86131	1.72887	1.89905	2.85388	2.48265	2.68701	1.95492	1.85233	1.95806	1.77538	1.8084	1.66704	1.89366	2.08529	1.92743	2.0468	1.89998	2.1112	1.83938	2.17934	2.00735	2.1741	2.47941	4.07686	2.6398	2.71271	2.5959	3.22954	2.47635	2.60831	2.44768	3.66108	3.778	3.38373	2.70983	2.57469	2.72535	2.58003	2.35943	2.47937	2.3151	2.7615	2.87149	2.67019	2.57944	2.4451	2.58462	2.63029	2.87312	2.57263	2.5536	2.36379	2.65733	2.95762	2.70405	2.95772	2.64839	3.45771	3.28328	4.69428	3.42914	3.57202	3.40298	3.07848	3.61244	3.21985	3.3436	3.17765	3.47366	3.12266	3.33378	3.10787	3.632	3.87258	3.56298	3.39831	3.21327	3.44574	4.4254	4.08317	3.99834	4.69008	4.11113	4.34191	4.1062	5.23818	3.43394	3.00104	2.51896	2.81528	3.82144	2.92574	2.99155	0.054992	0.063828	0.0774651	0.0685012	0.0488616	0.065647	0.0640521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.18571	0.731932	-0.914174	-0.954157	2.09145	-0.562689	-1.89139	1.49028	0.054992	0.063828	0.0774651	0.0685012	0.0488616	0.065647	0.0640521	0.05846071	0.03633511	0.2294401	0.5151656	0.403367	1.07573	-1.8573	1.6579	-1.44838	-0.0515733	1.00912	0.364432
350	-391.8533	-365.7021	-26.15117	0.697451	0.634015	0.560121	0.605984	0.752237	0.622715	0.632595	1.63737	1.58559	1.55487	1.9513	1.92302	1.61883	1.708	1.65891	1.6138	1.95746	1.67464	1.70296	1.50551	1.723	1.73335	1.88911	1.95124	1.63251	1.64487	1.94187	1.61366	2.38719	2.68899	2.53801	2.50919	2.50055	2.45049	2.40903	2.73215	2.69367	2.55773	2.49739	2.38222	2.37388	2.64205	2.65385	2.40872	2.55014	2.53181	2.42442	2.68382	2.68095	2.53092	2.52894	2.72112	2.7242	2.4471	2.71443	2.70403	2.56514	2.75655	2.56625	2.59335	2.36878	2.48239	2.62279	3.3897	3.2721	3.53699	3.43632	3.4013	3.24034	3.51292	3.34515	3.33827	3.38112	3.29366	3.27054	3.54922	3.5365	3.37943	3.39412	3.62655	3.44021	3.42928	3.53665	3.43535	3.41528	3.65775	3.64143	3.4684	3.46613	3.30775	3.31109	3.49683	3.51065	3.26565	3.50337	3.5009	3.35102	3.54331	4.36136	4.32503	4.21339	4.4877	4.35963	4.34529	4.45083	4.36611	4.61861	4.47979	4.46329	4.29586	4.53746	4.33828	4.34366	4.45481	4.33035	4.3242	4.56152	4.56352	4.37458	5.46893	5.61966	5.54451	5.44241	5.72501	5.55773	5.56254	7.00214	0.46982	0.427088	0.377311	0.408206	0.506725	0.419476	0.426131	0.054846	0.0517697	0.0480282	0.0503718	0.0574164	0.0512092	0.0516994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396785	1.56771	-0.325572	-1.30435	-0.810232	0.632723	-1.33847	-0.422004	0.054846	0.0517697	0.0480282	0.0503718	0.0574164	0.0512092	0.0516994	0.08743865	0.03666741	0.4925342	0.6410255	-1.40221	1.07573	-2.08133	1.3386	-1.80752	-0.328046	-0.468617	-0.300948
360	-388.7713	-366.271	-22.50037	0.610134	0.531173	0.443626	0.497386	0.681046	0.51747	0.529444	1.51428	1.42372	1.34071	1.44938	1.36832	1.29739	1.67177	1.59043	1.49851	1.5236	1.49426	1.40562	1.33177	1.36762	1.5649	1.48733	1.40029	1.33065	1.38771	1.5586	1.4131	2.13933	2.16526	2.08483	2.00284	2.38821	2.29694	2.21474	2.32142	2.24027	2.15932	2.20695	2.12487	2.03895	2.1553	2.07061	1.99821	2.36533	2.28024	2.19756	2.22781	2.20032	2.12059	2.03544	2.16201	2.07784	2.00787	2.35812	2.2738	2.19353	2.2348	2.1971	2.10912	2.03767	2.08412	2.26807	2.82694	3.04417	3.0678	2.98391	2.90203	2.86726	2.8954	2.81752	2.73312	3.11099	3.02581	2.94115	3.05289	2.96909	2.89085	2.86156	2.89751	2.8213	2.73729	3.1031	3.0197	2.93556	3.05475	2.97135	2.89481	2.93416	2.8569	2.77018	2.89571	2.80979	2.7393	3.0929	3.00678	2.92914	2.96788	3.81907	3.64713	3.86297	3.88621	3.80573	3.72149	3.64695	3.85425	3.88435	3.80532	3.72142	3.68528	3.71873	3.64475	3.55871	3.92492	3.84493	3.75872	3.87758	3.79207	3.7178	4.79683	4.79181	4.62545	4.83569	4.86169	4.78613	4.69973	6.03332	2.49768	2.17444	1.81605	2.03612	2.78796	2.11834	2.16736	0.0700995	0.0734387	0.078017	0.0750774	0.0675596	0.0740861	0.0735192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0460636	0.875685	-0.392469	-2.03491	0.653191	0.140772	-1.9453	1.04238	0.0700995	0.0734387	0.078017	0.0750774	0.0675596	0.0740861	0.0735192	0.0775635	0.0284502	0.1312485	0.5397332	1.06924	0.227441	-1.18952	0.397907	-0.297214	-0.328046	0.216256	0.805367
370	-388.4792	-368.0401	-20.43911	0.440352	0.465009	0.499124	0.477179	0.421742	0.469812	0.465605	1.35899	1.38945	1.40916	1.33331	1.35543	1.40975	1.32454	1.34632	1.3751	1.31833	1.35609	1.369	1.41975	1.37604	1.33676	1.32892	1.34374	1.39963	1.38171	1.31033	1.38079	2.07876	2.02298	2.06574	2.08671	2.01489	2.04448	2.06519	1.98694	2.00896	2.05106	2.04188	2.08263	2.09883	2.03232	2.05003	2.10254	2.00854	2.02577	2.06577	2.01527	2.01505	2.05868	2.0758	2.02172	2.04005	2.09553	1.98102	1.99917	2.04211	2.005	2.0326	2.0463	2.09998	2.06915	2.01365	2.78731	2.77224	2.71368	2.75224	2.77335	2.80454	2.75144	2.7973	2.81535	2.73441	2.77139	2.78912	2.71701	2.73581	2.78122	2.77885	2.73524	2.78314	2.80166	2.70605	2.7452	2.76357	2.70052	2.71979	2.76726	2.74802	2.79464	2.80986	2.75452	2.77072	2.82557	2.7151	2.73108	2.77721	2.73702	3.58692	3.62529	3.6085	3.54946	3.59216	3.61041	3.60631	3.57915	3.52844	3.5729	3.59156	3.62112	3.5745	3.6251	3.64115	3.54598	3.58926	3.60512	3.54166	3.55838	3.6086	4.61647	4.5916	4.63685	4.61315	4.55747	4.60615	4.62177	5.94186	1.54106	1.62735	1.74673	1.66994	1.47593	1.64415	1.62943	0.00845797	0.00936814	0.0106989	0.00983338	0.00779908	0.00955046	0.0093907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0460636	-0.844994	-0.087716	-1.05021	1.4346	-1.42133	0.764707	1.08654	0.00845797	0.00936814	0.0106989	0.00983338	0.00779908	0.00955046	0.0093907	0.09431101	0.01434339	0.01907982	0.4620981	0.847562	0.897277	-0.0874298	0.351247	-0.613835	-0.328046	-0.168983	0.674307
380	-391.2551	-366.0051	-25.24999	0.551974	0.577735	0.613017	0.590368	0.53235	0.582726	0.578355	1.607	1.66833	1.73182	1.98702	2.04744	1.84651	1.50358	1.54696	1.61686	1.91793	1.6686	1.79655	1.6928	1.86066	1.65296	1.88542	2.037	1.82048	1.76105	1.86293	1.69942	2.50205	2.76523	2.71822	2.78137	2.32728	2.39142	2.44351	2.63899	2.69184	2.65933	2.52737	2.5143	2.60391	2.73175	2.83616	2.68725	2.40543	2.4843	2.47962	2.69682	2.71664	2.66815	2.76219	2.79949	2.89459	2.71318	2.57827	2.66258	2.62563	2.75847	2.60814	2.73383	2.60029	2.65357	2.58981	3.62305	3.25883	3.493	3.49792	3.55553	3.4245	3.65842	3.5894	3.67739	3.28441	3.30282	3.37647	3.52314	3.60483	3.54611	3.58587	3.76828	3.67878	3.7622	3.45059	3.4536	3.52921	3.6293	3.70676	3.62975	3.56715	3.50483	3.60685	3.64196	3.75111	3.59757	3.43003	3.52577	3.47194	3.61197	4.51941	4.67216	4.31571	4.56088	4.53294	4.61412	4.79789	4.48152	4.69538	4.65428	4.73271	4.5975	4.79359	4.68755	4.78991	4.48194	4.45618	4.54861	4.64462	4.74308	4.64672	5.82235	5.98109	6.0863	5.74865	5.99799	5.92368	6.02652	7.69375	5.22774	5.47172	5.80588	5.59136	5.04188	5.51899	5.47759	0.010413	0.00930125	0.00803188	0.00881634	0.0113892	0.0091053	0.00927657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301815	-0.661845	-0.621158	-0.710667	-1.5848	2.20916	0.640252	-0.79335	0.010413	0.00930125	0.00803188	0.00881634	0.0113892	0.0091053	0.00927657	0.1282314	0.03044177	0.1204435	0.5747017	-0.190301	0.0358564	-0.132112	0.0802943	-0.64448	-1.61289	2.40493	-0.820419
390	-387.758	-368.5367	-19.22137	0.659889	0.623097	0.578332	0.606374	0.69063	0.616393	0.622257	2.33911	2.12163	1.89359	1.42071	1.36447	1.57153	2.98194	2.73468	2.36794	1.48591	2.00021	1.64138	2.11582	1.53177	2.01209	1.50744	1.37942	1.6172	1.73895	1.54086	1.94333	3.14831	2.2158	2.35536	2.26894	3.97981	3.64785	3.40169	2.35225	2.28881	2.44954	2.87823	3.10864	2.74682	2.32939	2.21546	2.47652	3.31762	2.97031	3.21477	2.39444	2.29392	2.46923	2.29748	2.255	2.13186	2.45693	2.484	2.33933	2.52936	2.31795	2.59803	2.33037	2.76476	2.54795	2.62566	3.17189	4.76496	3.22861	3.36005	3.26787	3.98383	3.12001	3.32746	3.18216	4.32628	4.47405	4.11164	3.30891	3.19209	3.41923	3.27048	2.96031	3.163	3.01546	3.35471	3.52481	3.33492	3.1328	3.01817	3.24196	3.28523	3.60467	3.31021	3.2093	3.02958	3.42423	3.57559	3.32806	3.65864	3.27389	4.33274	4.20761	5.6298	4.24597	4.45961	4.30436	3.94625	4.49054	3.96782	4.17097	4.02079	4.40888	3.9534	4.25852	4.04059	4.46517	4.77509	4.47123	4.19065	4.01601	4.34278	5.58723	5.15636	5.15122	5.86874	5.14034	5.46539	5.23464	6.68778	0.409694	0.386851	0.359058	0.376469	0.428779	0.382689	0.386329	0.0966412	0.0917883	0.085844	0.0895729	0.100674	0.0909008	0.0916771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0165	-1.00067	-0.923692	-0.342014	-0.72316	0.594656	-0.805261	1.03497	0.0966412	0.0917883	0.085844	0.0895729	0.100674	0.0909008	0.0916771	0.08262622	0.0252275	0.06125475	0.6272361	-0.254006	0.0692974	-0.296459	0.61806	-0.154862	0.666198	-0.908181	0.106054
